"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-3173-3p",6.54937356380966,0.151207873725879,1.59108709110285,0.0950343162051996,0.92428756987136,0.9954112309327
"hsa-miR-3173-5p",80.1942722928904,0.450708791753289,0.846945455394162,0.532157990674302,0.594616575839212,0.9954112309327
"hsa-miR-3174",7.81243783808226,0.432330985694673,1.62650962539803,0.26580290638543,0.790391004742873,0.9954112309327
"hsa-miR-3176-3p",194.997511545496,0.272104392847722,0.86487943109848,0.314615405412201,0.753053680921746,0.9954112309327
"hsa-miR-3177-3p",3.51407937182791,0.171287374337446,2.35257516416384,0.0728084598301564,0.941958538855776,0.9954112309327
"hsa-miR-3194-5p",7.25545476778659,-2.19092844525822,1.94196092447385,-1.1282041866274,0.25923369623263,0.9954112309327
"hsa-miR-32-3p",9.68705618412509,-0.447084634918093,1.46222822633388,-0.305755713688437,0.759790649922512,0.9954112309327
"hsa-miR-32-5p",2826.14057448078,-0.00981597412959181,0.569375006039411,-0.0172399104728394,0.9862452229607,0.9954112309327
"hsa-miR-3200-3p",190.174913838997,0.12485907672921,0.634616837847658,0.196747185518553,0.84402538299759,0.9954112309327
"hsa-miR-3200-5p",55.9187822453785,0.373080709404512,0.831652280311131,0.448601799378146,0.653718935527855,0.9954112309327
"hsa-miR-3202",7.50256121887847,-0.318524468983394,1.32191976358915,-0.24095597762951,0.809589236102646,0.9954112309327
"hsa-miR-320a-3p/320b/320c/320d/320e",81572.5819153114,-2.05968598805621,0.690959823729708,-2.98090557123612,0.00287397397496466,0.380801551682817
"hsa-miR-323a-3p",4.93262115501951,2.08236136260541,1.90329704683183,1.09408111890451,0.273919402529059,0.9954112309327
"hsa-miR-323b-3p",10.2956478734586,2.50450367660109,1.35178205269816,1.85274221654452,0.063919315943566,0.9954112309327
"hsa-miR-324-3p",405.55612436726,0.0816167084521829,0.402075433064464,0.202988548268497,0.839143983041705,0.9954112309327
"hsa-miR-324-5p",179.995014481071,-0.479582195041262,0.495450059890537,-0.967972826862144,0.333057940748416,0.9954112309327
"hsa-miR-326-3p",10.3178270472073,-1.35177221408152,2.11197317232568,-0.640051792226585,0.522138928546914,0.9954112309327
